id,dose,response,z2,z3,z4,resp_nonlive,resp_normal,resp_malform,dose2,dosesqrt,dosenew,dosenew2
14,0,1,0,0,0,0,1,0,0,0,0,0
14,0,1,0,0,0,0,1,0,0,0,0,0
14,0,1,0,0,0,0,1,0,0,0,0,0
14,0,1,0,0,0,0,1,0,0,0,0,0
14,0,1,0,0,0,0,1,0,0,0,0,0
14,0,1,0,0,0,0,1,0,0,0,0,0
14,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
15,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
16,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0,0,0,1,0,0,0,0,0
18,0,3,0,0,0,1,0,1,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
19,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
20,0,1,0,0,0,0,1,0,0,0,0,0
21,0,3,0,0,0,1,0,1,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
21,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
22,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
23,0,1,0,0,0,0,1,0,0,0,0,0
24,0,3,0,0,0,1,0,1,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
24,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
25,0,1,0,0,0,0,1,0,0,0,0,0
26,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
26,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
26,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
26,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,3,1,0,0,1,0,1,0.5625,0.8660254038,75,5625
27,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
27,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
27,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
27,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
28,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
28,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
29,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
30,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
31,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
31,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
31,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
32,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
33,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,3,1,0,0,1,0,1,0.5625,0.8660254038,75,5625
34,0.75,3,1,0,0,1,0,1,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
34,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
35,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
36,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
37,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,2,1,0,0,0,0,1,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
38,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
39,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
39,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
39,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
39,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
39,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
39,0.75,1,1,0,0,0,1,0,0.5625,0.8660254038,75,5625
